III:158897-159396	301	499	159146	152	676	2.252209433334678	III:161830-162220	307	390	162025	115	514	1.6505575120224802	19	6	2879	3.7174011988384463	0.8706142085711194	3.2371942279288266	1.8972767801272994e-09	0.003360538215863018
III:2110960-2111459	4077	499	2111209	39	342	1.155651437114708	III:2115532-2116031	4086	499	2115781	48	467	1.6627201945681627	13	9	4572	1.9215249823723441	0.6746826667222897	1.2966813826297758	1.416816997057424e-09	0.00250952860513598
IV:3134945-3135444	6057	499	3135194	131	478	1.4553839715827281	IV:3169217-3169653	6123	436	3169435	96	397	1.2118857693265508	7	66	34241	1.7637591240670654	0.14524145273615424	0.2568410791858738	1.168938568163469e-08	0.022945060086323688
IV:3135460-3135959	6058	499	3135709	82	283	0.8466436963875568	IV:3169654-3170104	6124	450	3169879	85	379	1.2922328342944118	20	66	34170	1.09406078342039	0.14541763319115308	0.15966814241972638	1.1102230246251565e-16	2.179262326151843e-10
IV:3135960-3136446	6059	486	3136203	66	328	1.0292623909043228	IV:3169654-3170104	6124	450	3169879	85	379	1.2922328342944118	20	65	33676	1.330046656630936	0.14665575516812296	0.19551971927623388	1.1102230246251565e-16	2.179262326151843e-10
IV:3135960-3136446	6059	486	3136203	66	328	1.0292623909043228	IV:3170105-3170604	6125	499	3170354	28	260	1.0048858594025059	21	66	34151	1.0342912222345684	0.14546485365510997	0.15064847928361982	1.1102230246251565e-16	2.179262326151843e-10
IV:3136447-3136946	6060	499	3136696	36	267	0.9114208992355478	IV:3170105-3170604	6125	499	3170354	28	260	1.0048858594025059	6	65	33658	0.9158739736057182	0.14670128730227697	0.13455534893911403	7.345856811724616e-09	0.014419167644020625
IV:16029998-16030497	30802	499	16030247	53	238	1.1211304571522382	IV:16296730-16297229	31320	499	16296979	40	223	0.9902175494541641	6	518	266732	1.110163053899716	0.03307944588627282	0.037002804387134325	3.4537928073063995e-12	6.779456809047346e-06
IV:16349539-16350038	31424	499	16349788	29	189	0.9262704595319958	IV:16351997-16352496	31429	499	16352246	39	193	0.9706090732933326	10	5	2458	0.8990465123453398	0.8205601194098986	0.7379241521726664	6.758409831775225e-09	0.013266075900381757
V:13362495-13362994	25667	499	13362744	62	345	1.3701532524233055	V:13366551-13367050	25675	499	13366800	53	283	1.073645521333561	13	8	4056	1.471058903004894	0.6065112255679911	0.8925992293486869	1.60350621669636e-11	3.7815278652542084e-05
V:18703141-18703640	36028	499	18703390	77	412	1.330331616286778	V:18725214-18725713	36070	499	18725463	95	467	1.56679743876464	9	42	22073	2.0843601691057474	0.18300454743829747	0.38200744270495507	3.3871017102171663e-10	0.00079877545437812
V:18703682-18704181	36029	499	18703931	75	429	1.3745671293054391	V:18725214-18725713	36070	499	18725463	95	467	1.56679743876464	11	41	21532	2.1536682576058257	0.18637617747063814	0.40193796381386304	7.669420654110581e-13	1.8086702695541135e-06
V:19627914-19628413	37814	499	19628163	57	397	1.1782166804154326	V:19638482-19638981	37835	499	19638731	80	453	1.3391960889786116	9	21	10568	1.57786317038171	0.3339499318406862	0.5273418830831953	5.4131285009972885e-09	0.01276569974697439
V:19628416-19628915	37815	499	19628665	102	600	1.7001172625232683	V:19638482-19638981	37835	499	19638731	80	453	1.3391960889786116	19	20	10066	2.2767903887761847	0.3428158513439921	0.7811017089763287	1.1102230246251565e-16	2.618226746520236e-10
X:12190310-12190809	23199	499	12190559	38	198	0.7798273993959177	X:12198764-12199263	23215	499	12199013	54	221	0.9759232416442666	19	16	8454	0.7610516835414822	0.35270650975839124	0.2686978643100173	1.1102230246251565e-16	2.1702095676090494e-10
